filename,label
9c3b791c-12e5-4235-8066-bfa8764d346a_9.jpg,4
04d15a9b-d618-4223-8d7b-8b6951f0b3e3_4.jpg,3
4aa037da-3475-4e05-9535-df3daec6f666_14.jpg,0
eea04fb4-cdcc-44c5-a404-f8727d6464df_7.jpg,5
c3b4085a-67b0-451b-9d6b-5193eaba93fe_6.jpg,1
902b9f0e-bcb4-4d37-8533-f790b3a8da76_3.jpg,6
009a4982-f3b1-4bdf-95c5-01b511ccb6c6_4.jpg,0
067ebb03-8d98-4e4f-b1ed-e09cefc3acac_13.jpg,0
444286be-233d-4983-b04b-649363508739_5.jpg,8
04a72a7d-0171-493e-a099-6de8b7b751e6_7.jpg,0
009a4982-f3b1-4bdf-95c5-01b511ccb6c6_6.jpg,0
e249bd61-5e0a-4c82-a91e-1b7d56af89e9_5.jpg,0
025a6611-9a30-4c3e-aa06-d1ed4258ab09_9.jpg,2
316418af-9d5b-45f1-b211-3e2a9298a2cc_4.jpg,1
c502e30f-d4a6-4ca7-b2ad-0875d923f77f_13.jpg,8
9c3b791c-12e5-4235-8066-bfa8764d346a_1.jpg,3
3665f10c-4d2d-4039-8f26-1c52102f92a1_7.jpg,9
03552bcd-cd0c-401c-b9ea-d037ee1d4396_2.jpg,0
b0020a89-6a6e-4e55-86b8-e866853b2e69_8.jpg,8
6836e580-aa0e-472a-ba9b-88b4e7d261ed_15.jpg,1
94a34230-658b-4b61-a39b-c3c284cc58c8_11.jpg,1
299b11de-549b-458e-b550-aa5e9c7c69c1_9.jpg,1
38c8b849-cf4e-4f4c-a028-f352e99def1f_5.jpg,9
4ced6515-b471-459d-9c5e-31860c7495a1_6.jpg,8
c6b26544-94d9-42d2-8684-c234fd055ba5_11.jpg,8
c11269f7-b45e-4b9f-a666-46f23b3bee4e_2.jpg,7
385796d1-078c-4e53-9cb0-417c24f7238d_8.jpg,0
7536f60a-6462-4599-9fab-ae66e7388c61_10.jpg,4
44eb166c-0d98-4b08-99c8-df9f2febbb83_15.jpg,1
45117a88-aa3d-48d6-aef4-ad908251f4f5_7.jpg,1
04d15a9b-d618-4223-8d7b-8b6951f0b3e3_3.jpg,2
18091bba-eeb6-48d3-910b-1c0598f3a736_11.jpg,0
225704c6-5532-4144-95ab-eb95cd6ccc4b_8.jpg,0
f316e91c-0b95-44f9-8d17-516c6560b25d_8.jpg,3
0063463e-4c92-4646-a9fc-f5c22a72da79_8.jpg,1
9b65d795-8dad-4093-bfd4-9f90d9fa536f_12.jpg,0
aa16b2c5-e0b5-4483-b6bc-2cb94b776234_5.jpg,2
192e5edf-51b9-4d18-a976-3c9b2872b464_12.jpg,2
c9707352-9b8c-4460-917c-af22cdb349ec_13.jpg,0
4a8dd66e-7c97-4086-87c4-762957649fa8_9.jpg,3
020d4469-afc0-4f60-a7bc-d146955508d2_2.jpg,0
0076fbfb-2b47-4ac6-931b-36e85afdca24_15.jpg,8
04cbcfa3-f789-4594-85c0-523cdec04e9f_3.jpg,0
c491c814-b830-411e-9568-a7244d239150_15.jpg,7
9be61b71-1495-499d-b361-df866b5c8365_11.jpg,0
a635682c-e66e-406d-8c09-aed34d51f659_6.jpg,7
78d26390-6e2a-4bec-95d1-d3efc7d4302b_5.jpg,2
eebe69f3-bfd5-4057-bdd9-9c60915c983f_6.jpg,2
a6b4b3c2-4ae5-43b8-942b-1fc26181aa1e_13.jpg,0
dedef664-4b6b-47ef-b856-7e2af8575bd1_11.jpg,5
a635682c-e66e-406d-8c09-aed34d51f659_8.jpg,0
eb6e572c-e8ba-452d-9a9c-a718cd752d52_2.jpg,0
9a994371-51ba-4568-8a9f-bb06633c4905_6.jpg,5
5f73ab05-751f-4902-8ef3-de1310ab31f2_14.jpg,0
7009c2ef-810a-412b-b81c-14f6487c1294_1.jpg,4
614e71c3-386e-474a-bf47-84f4c29ecebf_6.jpg,6
31bcf78c-0468-407e-9408-691d1745e57d_0.jpg,3
316418af-9d5b-45f1-b211-3e2a9298a2cc_3.jpg,8
8db9fd39-6104-4313-91a1-06aafc8d254a_2.jpg,0
03ea24bd-fb1e-49cd-8129-157f9d50ae45_4.jpg,8
bb07148d-befb-473d-97a2-b74a34fd34a3_0.jpg,3
c3592653-ebcc-4b07-9737-97c008ca0792_1.jpg,3
87250163-c5ec-4a25-9c49-aee81d865266_11.jpg,9
012c8806-1ce2-4f11-a961-fd966e5a898d_6.jpg,6
0555596b-2b80-496a-a2cd-725f4acf136e_1.jpg,5
a635682c-e66e-406d-8c09-aed34d51f659_7.jpg,0
51017859-1fcc-4b46-8aa7-2faf7e5b0b75_15.jpg,1
febbec3d-b729-4a7d-9cfd-0ec8b9ad290d_10.jpg,0
03358008-311c-4cde-a62f-7d060bde3b69_12.jpg,0
fc354c36-789a-4a25-8fce-46468ee3f003_7.jpg,1
025b7ec5-4999-4f55-bb9c-c4c599ac1d1c_2.jpg,0
b0ba0537-d096-4b70-9aa4-e434583d5a15_14.jpg,0
92b07b59-c64c-4538-bab9-8a519f7e2d67_12.jpg,0
93c3c464-d18c-416c-a116-b72a44e544a5_13.jpg,0
b06ff330-10db-4cda-8753-c3a113bf2d65_2.jpg,5
124cb155-ea4c-48a3-8f0b-7f7bb9c75347_11.jpg,0
f41b6146-07b2-4924-ad39-a7484022b375_8.jpg,1
3d9d7c8b-ac12-4d68-b728-1b343cd41d67_11.jpg,0
de059ce0-6741-4f4c-b281-ad5d59801c40_9.jpg,2
77cb94ed-e2d6-4f1c-9354-8950801ca4bf_16.jpg,3
aaa483b4-4ed7-4946-a6ea-0302aa67affe_1.jpg,2
de18e453-4257-49da-9fa5-d6cf1488a937_10.jpg,7
6930aeb7-0aeb-418f-8199-0936a79725a6_5.jpg,7
9d96e958-86ad-4eee-b69a-4d171bd532c9_4.jpg,0
4e91ca5c-507f-4c7c-b654-57d376cf8291_13.jpg,0
062273d9-b72f-4170-adbf-ee0165e3456f_5.jpg,0
f0afc0a3-d41e-43f5-b53c-bc7402e128ec_0.jpg,3
0d2498b5-1d8b-4255-a5d0-2ca7c8a6fe0f_5.jpg,9
130ace2f-9005-4c5f-a8e3-fd188cd25bdd_12.jpg,0
4c301b80-1522-4011-be63-2bcb5d91003e_5.jpg,6
2088db29-02b9-4af4-b858-a0a88ba4eb30_7.jpg,0
dde46e83-3b3e-45ba-9971-9228c36f4237_2.jpg,1
bc827d92-82c4-41a5-a4ea-d1d864e1dbd7_3.jpg,4
f854ade3-de83-4722-9b98-f62d80a8ef80_1.jpg,5
6930aeb7-0aeb-418f-8199-0936a79725a6_10.jpg,4
ec975e03-8f6d-496d-b9ad-b4e17d1f4e6f_6.jpg,1
57a3bb7f-4aae-4eb0-8f0d-3acd149f8c86_1.jpg,1
025f264f-70b9-4aad-aa9c-c3001c85bee1_9.jpg,8
130ace2f-9005-4c5f-a8e3-fd188cd25bdd_11.jpg,4
9cee6a8a-d34d-41a9-b367-2b79a49d3aef_15.jpg,3
28161553-2df1-40f0-9159-e6eae9c68179_14.jpg,0
62ee9213-e383-4375-98f3-836c02156b61_3.jpg,5
43d2e19d-be3d-484d-bf19-7ccd89a995ff_8.jpg,0
63f10ba9-bc24-4af5-8591-1a30eb02c492_2.jpg,2
56c1284e-939f-4453-96e5-55c389571c0d_6.jpg,7
9c3b791c-12e5-4235-8066-bfa8764d346a_2.jpg,0
4a8dd66e-7c97-4086-87c4-762957649fa8_15.jpg,4
a350e854-6fa5-42ae-b1e9-4b18535fdd39_11.jpg,0
59779f05-0a36-4945-94b3-cec06f202a85_14.jpg,0
5d558248-73b1-4ed9-8d65-7f3c209f2c05_6.jpg,4
45581769-e2f4-4557-b8c6-9f73cb67a370_4.jpg,0
32de4226-23f6-4c5c-94f4-53248219529b_4.jpg,1
a350e854-6fa5-42ae-b1e9-4b18535fdd39_10.jpg,0
5d8299c3-eadf-4cf8-ba52-3b9b602fa955_2.jpg,0
016b7d84-46bd-4b33-97cc-59b962522c89_1.jpg,2
04c17ab6-9133-4e59-910c-9bc46853f32a_7.jpg,1
c244af51-bf31-4f28-9b0f-5e416fd4be3a_9.jpg,0
c9707352-9b8c-4460-917c-af22cdb349ec_10.jpg,5
005bcc2d-37ac-4f2a-9b14-650a7879ab34_8.jpg,0
d2965c63-4df2-4cb5-9bac-478ec54f872c_7.jpg,0
913ee38e-35a6-47a6-9ae0-9a3a6127cebc_3.jpg,1
943a7aca-bbb3-4dc4-b707-fb1bd88ec40c_9.jpg,1
4558ec6f-4ee5-43b7-94e2-e3f78e3dc82a_6.jpg,5
8cdbd54b-50da-48f0-88b4-4cea8263df6c_9.jpg,1
474f71af-8e28-45ca-b677-a4e4f4a00f4a_13.jpg,0
eebe69f3-bfd5-4057-bdd9-9c60915c983f_3.jpg,3
c6fa5cf2-c134-4c3f-8f14-3776facb1d86_13.jpg,0
a700f263-fa29-48de-b9cd-55395b79e4c8_5.jpg,1
59bb44d3-0fee-420a-9881-d197fce62f1f_2.jpg,4
