filename_digit,pred_label,PIC
5842d07e-418f-44ce-af86-0d13a5a8984a_6.jpg,0,Mas Kemas
4e7153a7-a7bf-4d4e-9ffd-a6ef2c84e1c3_3.jpg,0,Mas Kemas
5c030af6-5f52-4ef0-99c7-309e9d753f52_0.jpg,0,Mas Kemas
5c030af6-5f52-4ef0-99c7-309e9d753f52_1.jpg,0,Mas Kemas
5c030af6-5f52-4ef0-99c7-309e9d753f52_3.jpg,0,Mas Kemas
5c030af6-5f52-4ef0-99c7-309e9d753f52_4.jpg,0,Mas Kemas
5c030af6-5f52-4ef0-99c7-309e9d753f52_5.jpg,0,Mas Kemas
5c030af6-5f52-4ef0-99c7-309e9d753f52_6.jpg,0,Mas Kemas
5c030af6-5f52-4ef0-99c7-309e9d753f52_7.jpg,0,Mas Kemas
5c030af6-5f52-4ef0-99c7-309e9d753f52_9.jpg,0,Mas Kemas
5c030af6-5f52-4ef0-99c7-309e9d753f52_10.jpg,0,Mas Kemas
00e1b1b4-a9b8-42ed-9dad-64c2c78e6ad2_0.jpg,0,Mas Kemas
00e1b1b4-a9b8-42ed-9dad-64c2c78e6ad2_3.jpg,0,Mas Kemas
00e1b1b4-a9b8-42ed-9dad-64c2c78e6ad2_4.jpg,0,Mas Kemas
00e1b1b4-a9b8-42ed-9dad-64c2c78e6ad2_7.jpg,0,Mas Kemas
00e1b1b4-a9b8-42ed-9dad-64c2c78e6ad2_8.jpg,0,Mas Kemas
4e7153a7-a7bf-4d4e-9ffd-a6ef2c84e1c3_1.jpg,0,Mas Kemas
00e1b1b4-a9b8-42ed-9dad-64c2c78e6ad2_11.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_15.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_13.jpg,0,Mas Kemas
484e3d49-749d-4bec-9353-19d95f420367_4.jpg,0,Mas Kemas
484e3d49-749d-4bec-9353-19d95f420367_8.jpg,0,Mas Kemas
484e3d49-749d-4bec-9353-19d95f420367_12.jpg,0,Mas Kemas
484e3d49-749d-4bec-9353-19d95f420367_13.jpg,0,Mas Kemas
484e3d49-749d-4bec-9353-19d95f420367_14.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_0.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_1.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_2.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_3.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_4.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_6.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_8.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_9.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_10.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_12.jpg,0,Mas Kemas
0081150e-fdec-4c17-9c6c-6ea119526a2a_14.jpg,0,Mas Kemas
484e3d49-749d-4bec-9353-19d95f420367_2.jpg,0,Mas Kemas
00e1b1b4-a9b8-42ed-9dad-64c2c78e6ad2_12.jpg,0,Mas Kemas
00e1b1b4-a9b8-42ed-9dad-64c2c78e6ad2_14.jpg,0,Mas Kemas
1dc63acf-bacd-4c20-84d2-d182235f65c5_4.jpg,0,Mas Kemas
1dc63acf-bacd-4c20-84d2-d182235f65c5_8.jpg,0,Mas Kemas
1dc63acf-bacd-4c20-84d2-d182235f65c5_12.jpg,0,Mas Kemas
1dc63acf-bacd-4c20-84d2-d182235f65c5_13.jpg,0,Mas Kemas
1dc63acf-bacd-4c20-84d2-d182235f65c5_14.jpg,0,Mas Kemas
00791ea9-5636-45e1-b33a-51bca68a84d3_4.jpg,0,Mas Kemas
00791ea9-5636-45e1-b33a-51bca68a84d3_9.jpg,0,Mas Kemas
00791ea9-5636-45e1-b33a-51bca68a84d3_13.jpg,0,Mas Kemas
00791ea9-5636-45e1-b33a-51bca68a84d3_14.jpg,0,Mas Kemas
00791ea9-5636-45e1-b33a-51bca68a84d3_15.jpg,0,Mas Kemas
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_3.jpg,0,Mas Kemas
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_4.jpg,0,Mas Kemas
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_8.jpg,0,Mas Kemas
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_10.jpg,0,Mas Kemas
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_12.jpg,0,Mas Kemas
1dc63acf-bacd-4c20-84d2-d182235f65c5_2.jpg,0,Mas Kemas
00e1b1b4-a9b8-42ed-9dad-64c2c78e6ad2_13.jpg,0,Mas Kemas
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_14.jpg,0,Mas Kemas
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_12.jpg,0,Mas Kemas
2cba6204-889b-43f6-a65b-c62a889bb88f_2.jpg,0,Mas Kemas
2cba6204-889b-43f6-a65b-c62a889bb88f_4.jpg,0,Mas Kemas
2cba6204-889b-43f6-a65b-c62a889bb88f_6.jpg,0,Mas Kemas
2cba6204-889b-43f6-a65b-c62a889bb88f_7.jpg,0,Mas Kemas
2cba6204-889b-43f6-a65b-c62a889bb88f_9.jpg,0,Mas Kemas
2cba6204-889b-43f6-a65b-c62a889bb88f_10.jpg,0,Mas Kemas
00f59385-4e75-4d45-b7d6-6a6bc3c87aa0_0.jpg,0,Mas Kemas
3333f1d0-d0b9-4959-9f1a-4397dd622b1a_4.jpg,0,Mas Kemas
3333f1d0-d0b9-4959-9f1a-4397dd622b1a_8.jpg,0,Mas Kemas
3333f1d0-d0b9-4959-9f1a-4397dd622b1a_12.jpg,0,Mas Kemas
3333f1d0-d0b9-4959-9f1a-4397dd622b1a_13.jpg,0,Mas Kemas
3333f1d0-d0b9-4959-9f1a-4397dd622b1a_14.jpg,0,Mas Kemas
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_4.jpg,0,Mas Kemas
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_6.jpg,0,Mas Kemas
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_8.jpg,0,Mas Kemas
a1b4cdaa-42b0-4cdc-960c-17a5190a60e8_13.jpg,0,Mas Kemas
