filename,image_flag,true_label
001458fc-66d2-4753-bbcd-f13c256b87bf_10.jpg,train,0
001458fc-66d2-4753-bbcd-f13c256b87bf_4.jpg,train,0
0038fe12-2068-4af9-88bb-6233bcd9fcb4_14.jpg,train,0
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_10.jpg,train,0
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_12.jpg,train,0
004bb68a-9abd-40ea-9cb9-8cc9de9e4f6a_13.jpg,train,0
0063463e-4c92-4646-a9fc-f5c22a72da79_12.jpg,train,0
00645919-e55b-44f3-a79e-7b4e7592f777_13.jpg,train,0
00669cde-5c99-4a33-946a-03f86462c0f1_13.jpg,train,0
00669cde-5c99-4a33-946a-03f86462c0f1_4.jpg,train,0
00791ea9-5636-45e1-b33a-51bca68a84d3_14.jpg,train,0
00791ea9-5636-45e1-b33a-51bca68a84d3_15.jpg,train,0
00791ea9-5636-45e1-b33a-51bca68a84d3_4.jpg,train,0
00791ea9-5636-45e1-b33a-51bca68a84d3_9.jpg,train,0
0081150e-fdec-4c17-9c6c-6ea119526a2a_12.jpg,train,0
0081150e-fdec-4c17-9c6c-6ea119526a2a_13.jpg,train,0
0081150e-fdec-4c17-9c6c-6ea119526a2a_14.jpg,train,0
0081150e-fdec-4c17-9c6c-6ea119526a2a_4.jpg,train,0
0097eec9-3806-42e0-9308-44ec0703e7dd_11.jpg,train,0
0097eec9-3806-42e0-9308-44ec0703e7dd_12.jpg,train,0
0097eec9-3806-42e0-9308-44ec0703e7dd_14.jpg,train,0
0097eec9-3806-42e0-9308-44ec0703e7dd_2.jpg,train,0
0097eec9-3806-42e0-9308-44ec0703e7dd_4.jpg,train,0
0097eec9-3806-42e0-9308-44ec0703e7dd_8.jpg,train,0
009a4982-f3b1-4bdf-95c5-01b511ccb6c6_10.jpg,train,0
009bf909-5756-459b-bf17-e0578362713f_8.jpg,train,0
009e1725-e1f3-4d01-8ebf-430ce6125484_12.jpg,train,0
009e1725-e1f3-4d01-8ebf-430ce6125484_13.jpg,train,0
009e1725-e1f3-4d01-8ebf-430ce6125484_14.jpg,train,0
00a1cf16-e207-42b2-9da9-eae41372f8dc_12.jpg,train,0
00a1cf16-e207-42b2-9da9-eae41372f8dc_4.jpg,train,0
00c339d0-c335-43b4-8a6a-4e3bdf9a9aad_12.jpg,train,0
00c339d0-c335-43b4-8a6a-4e3bdf9a9aad_14.jpg,train,0
00c339d0-c335-43b4-8a6a-4e3bdf9a9aad_4.jpg,train,0
00ffe211-568a-4345-ba25-0829863d0f7d_10.jpg,train,0
00ffe211-568a-4345-ba25-0829863d0f7d_2.jpg,train,0
00ffe211-568a-4345-ba25-0829863d0f7d_4.jpg,train,0
00ffe211-568a-4345-ba25-0829863d0f7d_7.jpg,train,0
0117a2f3-478a-476c-8682-4610fd3f89c0_12.jpg,train,0
011d3f50-4feb-4bb1-bcaa-9485edf05c6d_15.jpg,train,0
011d3f50-4feb-4bb1-bcaa-9485edf05c6d_6.jpg,train,0
0126db49-bcc3-4686-9f52-46ff677b2b54_12.jpg,train,0
0126db49-bcc3-4686-9f52-46ff677b2b54_13.jpg,train,0
012bdc55-1057-4bc1-bba0-d697b11d4e1c_12.jpg,train,0
012c8806-1ce2-4f11-a961-fd966e5a898d_8.jpg,train,0
0164cadd-3624-4e16-b96f-5e6e6664d464_14.jpg,train,0
0166be2d-f6cc-40dd-84b4-be2cf459b09b_2.jpg,train,0
016adf36-a852-4cc0-922a-de8d63f524d1_11.jpg,train,0
016adf36-a852-4cc0-922a-de8d63f524d1_12.jpg,train,0
016adf36-a852-4cc0-922a-de8d63f524d1_13.jpg,train,0
016adf36-a852-4cc0-922a-de8d63f524d1_7.jpg,train,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_12.jpg,train,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_13.jpg,train,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_14.jpg,train,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_2.jpg,train,0
016e5f15-c234-4b23-95c2-8d2e55f726a3_8.jpg,train,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_12.jpg,train,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_13.jpg,train,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_14.jpg,train,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_4.jpg,train,0
01743e70-c80a-465a-a3f8-e4bf96c9225d_8.jpg,train,0
0179d6f5-37a3-42b7-8ab5-8ba088d3674b_8.jpg,train,0
01943729-7999-4e3c-a3c1-59090e475ca8_5.jpg,train,0
01943729-7999-4e3c-a3c1-59090e475ca8_7.jpg,train,0
019ea894-81ab-4d80-bff6-718ab49672a4_12.jpg,train,0
019ea894-81ab-4d80-bff6-718ab49672a4_13.jpg,train,0
019ea894-81ab-4d80-bff6-718ab49672a4_2.jpg,train,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_12.jpg,train,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_14.jpg,train,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_15.jpg,train,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_2.jpg,train,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_4.jpg,train,0
01b9ce5a-74ca-4a18-8983-ed9da2eea67f_8.jpg,train,0
01cff61e-fdae-4847-82c5-22a983c258bd_2.jpg,train,0
022e59de-726f-46e5-9872-4b6dc8ed3960_8.jpg,train,0
024b23bc-434d-4a54-94b1-6168779b7c65_13.jpg,train,0
027e7bf6-4ab6-4c9c-a723-427d31e806c7_12.jpg,train,0
028d9d96-cd0d-4020-9ac2-200c438c0c79_12.jpg,train,0
028d9d96-cd0d-4020-9ac2-200c438c0c79_13.jpg,train,0
028d9d96-cd0d-4020-9ac2-200c438c0c79_8.jpg,train,0
02c337c6-1d60-4ba6-a89e-2d62be0dcd83_12.jpg,train,0
02c337c6-1d60-4ba6-a89e-2d62be0dcd83_13.jpg,train,0
02c337c6-1d60-4ba6-a89e-2d62be0dcd83_4.jpg,train,0
